BenSampID,Station_ID,Region,DistCat,Longitude,Latitude,IBI_Score,CollDate,SC_pt_POET,SC_pt_ffg_pred,SC_pt_NonIns,SC_pi_OET,SC_pt_tv_toler,SC_pt_volt_semi,SubCatAreaSqKm,WsAreaSqKm,ExactDrArea_km2,pcSLOPE,SLOPE,Velocity,SandSiltClay,sinuosity_1,ElevCat,BFICat,MSST_avg,Precip8110Cat,Precip8110Ws,Tmax8110Cat,Tmax8110Ws,Tmean8110Cat,Tmean8110Ws,Tmin8110Cat,Tmin8110Ws,PctWetWat2016Cat,PctWetWat2016Ws,PctFrst2016Cat,PctFrst2016WS,ICI_21,IWI_21,PctUrbMax,PctUrbLMH2016Cat,PctUrbLMH2016Ws,pcUrb_WsExact,pcUrb_1000m,PctAgMax,PctHayCrop2016Cat,PctHayCrop2016Ws,pcAg_WsExact,pcAg_1000m,AllAgNMax,AllAgNCat,AllAgNWs,RdDensMax,RdDensCat,RdDensWs,DamMax,DamNrmStorCat,DamNrmStorWs,CanalDensCat,CanalDensWs,MineDensCat,MineDensWs,NPDESDensCat,NPDESDensWs,SuperfundDensCat,SuperfundDensWs,TRIDensCat,TRIDensWs,WoodJabs,SubmergeVegJabs,VegMarginBankJabs,HardBottomJabs,NumHabitats,AvailCover,PoolSubstrat,PoolVariable,SedDeposit,ChannelFlow,ChannelAlt,sinuosity,LBStability,RBStability,LBVegProtect,RBVegProtect,LBRiparVeg,RBRiparVeg,HabitatScore,RifflePct,RunPct,GlidePct,PoolPct,CanopyCover,WidthMean,DepthMean,Temperature,SpecConductivity,DO,pH,sin500m,sin1000m,NHD_sinuosity,pcSlp500m,pcSlp1000m,NHD_pcSLOPE,ni_total,ni_Chiro,ni_EPT,ni_Trich,nt_total,nt_Amph,nt_Bival,nt_Coleo,nt_COET,nt_CruMol,nt_Dipt,nt_Ephem,nt_Ephemerellid,nt_EPT,nt_ET,nt_Gast,nt_Hepta,nt_Insect,nt_Isop,nt_Mega,nt_Nemour,nt_NonIns,nt_Odon,nt_OET,nt_Oligo,nt_Perlid,nt_Pleco,nt_POET,nt_Ptero,nt_Rhya,nt_Tipulid,nt_Trich,nt_Tromb,pi_Amph,pi_AmphIsop,pi_Baet,pi_Bival,pi_Caen,pi_Coleo,pi_COET,pi_Corb,pi_Cru,pi_CruMol,pi_Dipt,pi_Ephem,pi_EphemNoCae,pi_EphemNoCaeBae,pi_EPT,pi_ET,pi_Gast,pi_Hydro,pi_Hydro2EPT,pi_Hydro2Trich,pi_Insect,pi_Isop,pi_Mega,pi_Mol,pi_NonIns,pi_Odon,pi_OET,pi_Oligo,pi_Pleco,pi_POET,pi_Trich,pi_TricNoHydro,pt_Amph,pt_Bival,pt_Coleo,pt_COET,pt_Dipt,pt_Ephem,pt_EPT,pt_ET,pt_Gast,pt_Insect,pt_Isop,pt_Mega,pt_NonIns,pt_Odon,pt_OET,pt_Oligo,pt_Pleco,pt_POET,pt_Trich,nt_Chiro,pi_Chiro,pt_Chiro,pi_Tanyt,pi_Tanyp,pi_COC2Chi,pi_ChCr2Chi,pi_Orth2Chi,pi_Tanyp2Chi,pi_SimBtri,pi_Colesens,nt_ffg_col,nt_ffg_filt,nt_ffg_pred,nt_ffg_scrap,nt_ffg_shred,pi_ffg_col,pi_ffg_filt,pi_ffg_pred,pi_ffg_scrap,pi_ffg_shred,pt_ffg_col,pt_ffg_filt,pt_ffg_pred,pt_ffg_scrap,pt_ffg_shred,nt_habit_burrow,nt_habit_climb,nt_habit_cling,nt_habit_sprawl,nt_habit_swim,pi_habit_burrow,pi_habit_climb,pi_habit_cling,pi_habit_sprawl,pi_habit_swim,pt_habit_burrow,pt_habit_climb,pt_habit_cling,pt_habit_sprawl,pt_habit_swim,pi_dom01,pi_dom02,pi_dom03,pi_dom04,pi_dom05,x_Shan_2,x_D,x_D_G,x_D_Mg,x_Evenness
19-126-12,CP-Best-P13,SNEP,Ref,-71.720385,41.594501,88.95966692,8/25/2019,96.15384615,72.11538462,80.21978022,85.50209074,99.76689977,100,3.456,22.3839,21.570918,0.330963,0.00330963,0.100677966,85,1.06,61.30029948,64.003125,17.68513985,1224.470925,1229.974383,15.45139258,15.20580764,10.18911317,9.84223391,4.921074848,4.473453714,9.947916667,8,82.03125,86.317398,0.816239621,0.80142055,0.729166667,0.729166667,0.546821599,0.546584888,0.763358779,1.10570544,0.02604167,1.10570544,1.656444278,0.076335878,1.597804672,0.809635417,1.597804672,1.541024934,1.289867626,1.541024934,15429.59002,0,15429.59002,0,0,0,0,0,0,0,0,0,0,5,1,4,0,3,14,14,10,13,19,20,9,7,8,7,8,10,10,149,5,0,80,15,83,7.983333333,0.556666667,17,0.055,8.8,4.95,1.074829445,1.175833034,1.06,0.165659989,0.279019988,0.330963,327,143,132,53,64,1,1,5,29,4,25,8,1,21,20,2,2,57,0,1,0,7,4,24,1,0,1,25,0,0,0,12,2,0.305810398,0.305810398,0.917431193,1.529051988,0.305810398,5.810397554,47.70642202,0,0.305810398,2.44648318,45.56574924,22.62996942,22.32415902,21.40672783,40.36697248,38.83792049,0.611620795,1.22324159,3.03030303,7.547169811,95.71865443,0,0.611620795,2.140672783,4.281345566,3.058103976,41.89602446,0.917431193,1.529051988,43.42507645,16.20795107,14.98470948,1.5625,1.5625,7.8125,45.3125,39.0625,12.5,32.8125,31.25,3.125,89.0625,0,1.5625,10.9375,6.25,37.5,1.5625,1.5625,39.0625,18.75,20,43.73088685,31.25,21.10091743,3.363914373,1.398601399,0.699300699,5.594405594,7.692307692,0.305810398,5.810397554,14,10,14,6,7,18.65443425,34.55657492,12.8440367,10.39755352,10.70336391,21.875,15.625,21.875,9.375,10.9375,7,5,20,11,3,4.281345566,3.669724771,57.79816514,7.645259939,13.45565749,10.9375,7.8125,31.25,17.1875,4.6875,14.06727829,23.85321101,30.88685015,37.3088685,43.73088685,5.17505416,0.949321512,11.05361662,10.88090386,0.862509027
19-126-13,CP-Best-P14,SNEP,Ref,-71.757908,41.623888,88.99070164,8/25/2019,95.83333333,83.33333333,89.68253968,65.09500352,100,100,3.4461,12.1356,9.224445,1.323281,0.01323281,0.214054054,70,1.06,108.1058423,62,18.59865115,1221.857097,1226.33366,15.31026505,15.27426185,9.858799851,9.76825341,4.401758197,4.25757293,7.469313137,21,81.692348,69.63809,0.721628635,0.763849479,0.679028467,0.679028467,0.645209137,0.829511076,1.925025329,3.441115396,2.1676678,3.441115396,3.952376305,2.73556231,4.348393837,4.348393837,3.57267873,1.918968787,1.918968787,1.435710015,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,3,14,9,8,6,13,20,8,8,6,8,7,10,7,124,5,15,75,5,85,2.966666667,0.203333333,17,0.059,9.6,4.65,1.019124599,1.055572125,1.06,2.94495972,2.65312004,1.323281,349,89,101,43,60,1,1,7,26,2,24,5,2,19,15,0,1,56,0,1,0,4,4,19,1,1,4,23,0,0,1,10,1,1.146131805,1.146131805,0.286532951,14.32664756,0,13.46704871,45.2722063,0,1.146131805,15.47277937,34.95702006,14.32664756,14.32664756,14.04011461,28.93982808,26.64756447,0,3.151862464,10.89108911,25.58139535,83.95415473,0,1.146131805,14.32664756,16.04584527,5.157593123,31.80515759,0.286532951,2.29226361,34.0974212,12.32091691,9.169054441,1.666666667,1.666666667,11.66666667,43.33333333,40,8.333333333,31.66666667,25,0,93.33333333,0,1.666666667,6.666666667,6.666666667,31.66666667,1.666666667,6.666666667,38.33333333,16.66666667,21,25.50143266,35,7.163323782,6.876790831,0,0,38.20224719,26.96629213,8.88252149,13.46704871,13,9,13,6,7,17.76504298,29.79942693,14.04011461,12.03438395,6.876790831,21.66666667,15,21.66666667,10,11.66666667,4,2,27,12,2,11.1747851,3.438395415,50.71633238,13.18051576,1.719197708,6.666666667,3.333333333,45,20,3.333333333,8.88252149,17.47851003,24.92836676,30.65902579,34.95702006,5.284184019,0.961765503,10.2475257,10.07673361,0.894579633
19-126-17,CP-Best-P6,SNEP,Ref,-71.623135,41.611783,74.79306839,8/26/2019,92.39130435,95.10869565,68.11594203,37.93825222,82.74044796,72.46376812,3.6351,11.1024,11.502483,0.674036,0.00674036,0.024878049,65,1.26,112.6712701,64,18.02042961,1244.803065,1247.312337,14.8922904,14.85867254,9.739450311,9.671320583,4.581439823,4.478874331,9.581579599,15,81.133944,76.297017,0.804106577,0.731785927,3.234435798,2.822480812,3.234435798,3.348982786,0.725446429,2.042801556,0.99034414,2.042801556,2.222222222,0.613839286,3.983868353,2.378311463,3.983868353,1.774738461,1.617774889,1.774738461,19442.55296,0,19442.55296,0,0,0,0,0,0,0,0,0,0,8,0,1,1,3,6,7,6,9,9,20,7,7,8,10,10,10,10,119,0,15,15,70,95,4.66,0.573333,18.6,0.131,8.3,6.03,1.334506925,1.358464083,1.26,0.630340092,0.773430019,0.674036,312,205,52,23,45,1,1,2,18,2,18,3,1,13,12,0,1,38,0,1,0,7,4,16,3,0,1,17,0,0,0,9,2,0.320512821,0.320512821,0,5.128205128,0,2.243589744,20.83333333,0,0.320512821,5.448717949,68.26923077,7.371794872,7.371794872,7.371794872,16.66666667,14.74358974,0,0.320512821,1.923076923,4.347826087,91.66666667,0,0.641025641,5.128205128,8.333333333,3.846153846,18.58974359,1.923076923,1.923076923,20.51282051,7.371794872,7.051282051,2.222222222,2.222222222,4.444444444,40,40,6.666666667,28.88888889,26.66666667,0,84.44444444,0,2.222222222,15.55555556,8.888888889,35.55555556,6.666666667,2.222222222,37.77777778,20,15,65.70512821,33.33333333,53.52564103,5.448717949,0,0,0,8.292682927,0.320512821,2.243589744,10,8,12,1,7,12.17948718,53.84615385,12.17948718,3.205128205,8.974358974,22.22222222,17.77777778,26.66666667,2.222222222,15.55555556,7,5,15,7,1,5.448717949,5.769230769,61.53846154,8.012820513,5.128205128,15.55555556,11.11111111,33.33333333,15.55555556,2.222222222,48.3974359,52.56410256,55.76923077,58.97435897,61.85897436,3.710363617,0.756574622,7.83562163,7.661496705,0.675612321
19-126-18,CP-Best-P7,SNEP,Ref,-71.641848,41.539436,89.51768518,8/26/2019,76.92307692,78.125,91.20879121,90.84924292,100,100,4.7331,14.5638,12.038359,1.023803,0.01023803,0.074716981,30,1.08,95.63469291,66.74405781,17.60287707,1267.477072,1257.04167,14.86203575,14.84939733,9.676046196,9.618406221,4.484030276,4.381453618,10.13500666,11,83.628066,80.638982,0.840045339,0.766778233,2.311209986,1.825442099,2.311209986,2.572347267,2.393461763,1.254480287,0.32325537,1.254480287,1.383384431,0,2.614818935,0.498193573,2.614818935,2.299641419,1.672457948,2.299641419,7283.763853,0,7283.763853,0,0,0,0,0,0,0,0,0,0,7,0,1,2,3,13,10,14,19,19,20,6,9,9,10,10,10,10,159,0,0,0,0,100,5.633333333,0.393333333,18.9,0.093,8.2,5.7,1.198602549,1.175705774,1.08,0.795619977,0.657600351,1.023803,310,133,122,78,51,0,1,6,21,2,25,3,1,14,13,1,1,48,0,1,0,3,2,15,1,0,1,16,0,1,0,10,0,0,0,0,3.548387097,0,4.193548387,48.70967742,0,0,3.870967742,45.16129032,13.87096774,13.87096774,13.87096774,39.35483871,39.03225806,0.322580645,1.612903226,4.098360656,6.41025641,95.80645161,0,1.612903226,3.870967742,4.193548387,5.483870968,44.51612903,0.322580645,0.322580645,44.83870968,25.16129032,23.5483871,0,1.960784314,11.76470588,41.17647059,49.01960784,5.882352941,27.45098039,25.49019608,1.960784314,94.11764706,0,1.960784314,5.882352941,3.921568627,29.41176471,1.960784314,1.960784314,31.37254902,19.60784314,22,42.90322581,43.1372549,17.74193548,8.709677419,0,0,7.518796992,20.30075188,1.290322581,4.193548387,10,11,12,4,7,6.774193548,42.90322581,23.22580645,13.5483871,5.806451613,19.60784314,21.56862745,23.52941176,7.843137255,13.7254902,8,4,21,8,1,3.548387097,5.806451613,68.38709677,11.29032258,1.935483871,15.68627451,7.843137255,41.17647059,15.68627451,1.960784314,12.58064516,23.5483871,30.64516129,37.74193548,43.87096774,4.956447739,0.947721124,8.890326375,8.71600625,0.873779281
19-126-19,CP-Best-R2,SNEP,Ref,-71.641694,41.512167,89.76205012,8/26/2019,97.45762712,63.55932203,93.38175948,85.35489668,98.81869543,100,6.0156,21.7305,17.694449,0.442641,0.00442641,0.136551724,30,1.25,62.50893926,67.21888091,17.47578151,1276.551214,1262.959658,14.99521389,14.89458915,9.861469668,9.692970435,4.722873129,4.485771469,14.76660682,12,78.710353,80.306482,0.78005645,0.771282264,1.934147857,1.361460203,1.934147857,1.877002899,0.357142857,2.36385398,2.36385398,1.495133568,0.961391729,0.178571429,4.370586475,4.370586475,2.962352454,1.977205774,1.405719909,1.977205774,4881.584869,0,4881.584869,0,0,0,0,0,0,0,0,0,0,6,0,1,3,3,20,17,18,17,16,19,12,8,8,10,10,10,10,175,15,40,15,30,85,4.6,0.313333333,16.1,0.082,10.4,5.89,1.142897656,1.121071926,1.25,0.675200138,0.710139988,0.442641,319,123,129,75,59,1,1,6,25,2,25,7,1,20,16,0,2,56,0,1,0,3,3,19,1,2,4,23,0,0,2,9,0,0.313479624,0.313479624,0.626959248,1.253918495,0,7.210031348,48.90282132,0,0.313479624,1.567398119,42.63322884,13.1661442,13.1661442,12.53918495,40.43887147,36.67711599,0,8.463949843,20.93023256,36,98.11912226,0,2.507836991,1.253918495,1.880877743,5.015673981,41.69278997,0.313479624,3.761755486,45.45454545,23.51097179,15.04702194,1.694915254,1.694915254,10.16949153,42.37288136,42.37288136,11.86440678,33.89830508,27.11864407,0,94.91525424,0,1.694915254,5.084745763,5.084745763,32.20338983,1.694915254,6.779661017,38.98305085,15.25423729,20,38.55799373,33.89830508,12.53918495,1.567398119,2.43902439,0,32.5203252,4.06504065,2.194357367,7.210031348,12,11,13,5,7,13.1661442,26.95924765,14.10658307,13.1661442,10.03134796,20.33898305,18.6440678,22.03389831,8.474576271,11.86440678,7,3,24,9,3,3.761755486,10.65830721,51.09717868,8.777429467,2.507836991,11.86440678,5.084745763,40.6779661,15.25423729,5.084745763,9.404388715,17.86833856,25.70532915,31.03448276,36.36363636,5.272846639,0.960662729,10.23383249,10.0603777,0.896339723
19-126-24,CP-Best-P10,SNEP,Ref,-71.612989,41.847516,59.04485473,8/27/2019,57.29166667,65.10416667,40.07936508,85.85958655,71.21212121,34.72222222,1.0818,16.3449,16.091001,0.653676,0.00653676,0.044494382,85,1.17,115.9773128,56.89600666,19.91353986,1277.792966,1290.310905,15.12680492,14.94474692,9.739068654,9.482943242,4.346737401,4.0165824,7.487520799,9,84.026622,81.548373,0.905735491,0.777042237,1.49750416,1.49750416,1.282969,1.202326362,0.762631077,2.433786686,0,2.433786686,2.583603624,0,1.734485986,0,1.734485986,2.165559297,2.165559297,1.738841634,4980.738946,0,4980.738946,0,0,0,0,0,0,0,0,0,0,8,1,0,1,3,11,12,10,7,14,20,10,9,9,10,10,10,10,142,5,20,15,60,75,5.266666667,0.25,15.9,0.092,9.4,6.32,1.099888425,1.259746506,1.17,0.379880031,1.091700063,0.653676,309,89,126,7,47,2,1,0,10,8,22,4,1,10,9,4,1,34,1,1,0,13,1,10,4,1,1,11,0,0,0,5,0,8.414239482,13.26860841,0.323624595,6.148867314,0,0,42.07119741,0,13.26860841,20.71197411,32.68608414,38.18770227,38.18770227,37.86407767,40.77669903,40.45307443,1.294498382,0.323624595,0.793650794,14.28571429,75.72815534,4.854368932,0.647249191,7.443365696,24.27184466,1.618122977,42.07119741,3.236245955,0.323624595,42.39482201,2.265372168,1.941747573,4.255319149,2.127659574,0,21.27659574,46.80851064,8.510638298,21.27659574,19.14893617,8.510638298,72.34042553,2.127659574,2.127659574,27.65957447,2.127659574,21.27659574,8.510638298,2.127659574,23.40425532,10.63829787,19,28.802589,40.42553191,11.65048544,8.090614887,2.247191011,1.123595506,13.48314607,28.08988764,0,0,14,7,10,4,4,54.04530744,5.177993528,14.5631068,4.530744337,1.618122977,29.78723404,14.89361702,21.27659574,8.510638298,8.510638298,6,8,8,13,2,7.443365696,9.385113269,10.03236246,25.56634304,25.24271845,12.76595745,17.0212766,17.0212766,27.65957447,4.255319149,24.59546926,32.68608414,38.51132686,44.01294498,49.51456311,4.458400021,0.911322672,8.197663061,8.023244698,0.802651671
19-126-25,CP-Best-R1,SNEP,MidStrs,-71.631238,41.626145,81.88597763,8/27/2019,83.33333333,69.44444444,76.45502646,74.03592352,88.04713805,100,2.34,22.3515,21.452104,1.389952,0.01389952,0.161632653,10,1.08,109.3417462,63.99769231,18.21421087,1242.079548,1242.649043,14.93410625,14.85568557,9.792494425,9.603235517,4.646288848,4.345973847,11.80769231,11,73.923077,74.527884,0.699513677,0.740918386,7.153846154,7.153846154,4.66277431,4.422552924,10.33912324,3.230769231,3.23076923,1.558284679,1.437853699,2.64681555,3.102307692,3.102307692,1.922287095,2.334934249,2.334934249,2.28972156,0,0,0,0,0,0,0,0,0,0,0.044739727,0,0.044739727,5,0,1,4,3,17,16,20,16,18,20,6,8,8,9,9,9,8,164,10,20,10,60,80,6.133333333,0.52,17.1,0.217,12.7,6.36,1.152073343,1.30207513,1.08,1.888459891,1.270890019,1.389952,318,109,110,45,72,2,2,7,29,6,30,9,2,20,18,2,1,63,0,1,0,9,4,22,2,1,2,24,0,0,2,9,1,0.628930818,0.628930818,2.201257862,9.748427673,0,7.86163522,44.02515723,0,0.628930818,11.94968553,38.99371069,18.86792453,18.86792453,16.66666667,34.59119497,33.01886792,1.572327044,0.628930818,1.818181818,4.444444444,85.8490566,0,0.943396226,11.32075472,14.1509434,3.144654088,36.16352201,1.886792453,1.572327044,37.73584906,14.1509434,13.52201258,2.777777778,2.777777778,9.722222222,40.27777778,41.66666667,12.5,27.77777778,25,2.777777778,87.5,0,1.388888889,12.5,5.555555556,30.55555556,2.777777778,2.777777778,33.33333333,12.5,23,34.27672956,31.94444444,14.1509434,4.088050314,2.752293578,0.917431193,18.34862385,11.9266055,1.572327044,7.86163522,21,9,16,7,9,22.32704403,22.95597484,17.61006289,5.031446541,11.32075472,29.16666667,12.5,22.22222222,9.722222222,12.5,8,5,26,17,3,6.918238994,3.773584906,43.08176101,11.94968553,11.32075472,11.11111111,6.944444444,36.11111111,23.61111111,4.166666667,8.490566038,16.03773585,22.32704403,27.98742138,33.01886792,5.538473081,0.966931688,12.4955498,12.3220005,0.897656467
2016015,B0829,SNEP,Ref,-71.70506,42.00792,79.07858445,8/3/2016,75.47169811,53.06603774,87.06199461,66.93352582,91.93825043,100,1.0512,21.384,20.993737,0.120967,0.00120967,,20,1.11,135.8139127,52,20.08892247,1258.919627,1254.92626,15.01981657,14.71669207,9.415748894,9.24976597,3.807963019,3.776724727,21.91780822,12,69.263699,79.650673,0.871321225,0.82953229,1.662457912,1.626712329,1.662457912,1.616499443,1.162040026,1.308922559,0,1.308922559,1.367807221,1.67850226,1.216329966,0.085616438,1.216329966,1.79817245,1.640173312,1.79817245,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,3,8,16,9,18,8,20,8,10,10,10,10,10,10,147,,,,,,,,,,,,1.164487197,1.111217549,1.11,0.054480007,0.153490008,0.120967,311,167,105,51,54,0,0,6,19,2,26,5,1,14,11,2,1,49,0,1,0,5,2,13,3,1,3,16,0,0,0,6,0,0,0,0.643086817,0,0.321543408,6.430868167,39.22829582,0,0,0.964630225,55.62700965,15.11254019,14.79099678,14.14790997,33.76205788,31.51125402,0.964630225,7.395498392,21.9047619,45.09803922,97.74919614,0,0.643086817,0.964630225,2.250803859,1.286173633,32.79742765,1.286173633,2.250803859,35.04823151,16.39871383,9.003215434,0,0,11.11111111,35.18518519,48.14814815,9.259259259,25.92592593,20.37037037,3.703703704,90.74074074,0,1.851851852,9.259259259,3.703703704,24.07407407,5.555555556,5.555555556,29.62962963,11.11111111,25,53.6977492,46.2962963,25.40192926,6.109324759,1.19760479,0,26.94610778,11.37724551,1.92926045,6.430868167,18,10,9,6,5,29.26045016,40.83601286,9.324758842,4.823151125,5.78778135,33.33333333,18.51851852,16.66666667,11.11111111,9.259259259,7,5,20,14,0,4.823151125,3.8585209,51.12540193,18.32797428,7.073954984,12.96296296,9.259259259,37.03703704,25.92592593,0,14.14790997,21.54340836,28.61736334,35.04823151,39.54983923,5.093095647,0.952512898,9.408004927,9.233782614,0.885003511
2019031,RSN-WA01,SNEP,Ref,-71.62677,42.187595,71.99698727,7/24/2019,91.46341463,91.46341463,57.25900116,71.6187096,79.52697709,40.6504065,3.5154,11.5236,10.167,0.492511,0.00492511,,80,1.1,133.2118766,54.15284178,19.15957579,1232.287509,1231.713343,15.06534001,14.96507165,9.302698809,9.272860425,3.536026679,3.575670005,7.629288274,9,82.97491,81.224617,0.821514885,0.82225095,2.124336145,0.614439324,2.124336145,2.293862368,0.540540541,2.867383513,2.86738351,1.398000625,1.21335577,4.864864865,1.139272913,1.139272913,0.84348641,2.065276817,1.962259968,2.065276817,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,3,19,16,17,20,20,16,12,10,10,10,10,10,8,178,,,,,,,,,,,,1.195632869,1.211892326,1.1,0.488379958,0.38224002,0.492511,323,48,98,53,42,1,1,1,16,6,15,6,1,12,12,3,1,33,1,1,0,9,3,15,2,0,0,15,0,0,0,6,1,42.41486068,44.27244582,6.191950464,0.619195046,0,0.619195046,35.60371517,0,44.27244582,47.05882353,15.78947368,13.93188854,13.93188854,7.73993808,30.34055728,30.34055728,2.167182663,0,0,0,52.0123839,1.857585139,0.309597523,2.786377709,47.9876161,4.643962848,34.98452012,0.619195046,0,34.98452012,16.40866873,16.40866873,2.380952381,2.380952381,2.380952381,38.0952381,35.71428571,14.28571429,28.57142857,28.57142857,7.142857143,78.57142857,2.380952381,2.380952381,21.42857143,7.142857143,35.71428571,4.761904762,0,35.71428571,14.28571429,13,14.86068111,30.95238095,6.501547988,3.715170279,12.5,0,16.66666667,25,0,0.619195046,11,5,11,4,1,60.37151703,8.978328173,10.21671827,2.476780186,2.167182663,26.19047619,11.9047619,26.19047619,9.523809524,2.380952381,2,6,7,10,5,0.92879257,16.09907121,10.83591331,48.60681115,6.501547988,4.761904762,14.28571429,16.66666667,23.80952381,11.9047619,42.41486068,52.0123839,58.20433437,63.15789474,65.63467492,3.677123998,0.799202523,7.269388612,7.09630793,0.681919054
2019062,RSN-RTB,SNEP,Ref,-71.70506,42.00792,80.83924142,8/12/2019,76.08695652,74.72826087,100,38.30455259,95.91567852,100,1.0512,21.384,20.993737,0.120967,0.00120967,,30,1.11,135.8139127,52,20.08892247,1258.919627,1254.92626,15.01981657,14.71669207,9.415748894,9.24976597,3.807963019,3.776724727,21.91780822,12,69.263699,79.650673,0.871321225,0.82953229,1.662457912,1.626712329,1.662457912,1.616499443,1.162040026,1.308922559,0,1.308922559,1.367807221,1.67850226,1.216329966,0.085616438,1.216329966,1.79817245,1.640173312,1.79817245,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,2,17,18,15,19,17,20,15,10,10,10,10,10,10,181,,,,,,,,,,,,1.164487197,1.111217549,1.11,0.054480007,0.153490008,0.120967,325,124,92,42,45,0,0,7,19,0,22,3,1,12,10,0,1,44,0,1,0,1,2,12,1,1,2,14,0,1,2,7,0,0,0,0,0,0.307692308,27.07692308,45.84615385,0,0,0,40.61538462,3.692307692,3.384615385,3.384615385,28.30769231,16.61538462,0,9.846153846,34.7826087,76.19047619,99.69230769,0,1.538461538,0,0.307692308,2.153846154,18.76923077,0.307692308,11.69230769,30.46153846,12.92307692,3.076923077,0,0,15.55555556,42.22222222,48.88888889,6.666666667,26.66666667,22.22222222,0,97.77777778,0,2.222222222,2.222222222,4.444444444,26.66666667,2.222222222,4.444444444,31.11111111,15.55555556,16,38.15384615,35.55555556,19.07692308,1.230769231,0,0,38.70967742,3.225806452,0.307692308,27.07692308,11,8,11,5,5,15.69230769,26.46153846,13.53846154,16.61538462,12.30769231,24.44444444,17.77777778,24.44444444,11.11111111,11.11111111,4,0,23,11,0,3.076923077,0,61.23076923,19.38461538,0,8.888888889,0,51.11111111,24.44444444,0,8.307692308,16.30769231,24,31.07692308,37.84615385,4.850538348,0.95259645,7.780318143,7.607422184,0.883224344
2019063,RSN-EM02,SNEP,Ref,-71.651598,42.04536,82.15977466,8/12/2019,85.10638298,66.4893617,84.19452888,67.41982507,89.74854932,100,2.1546,14.1948,12.0499,1.008097,0.01008097,,10,1.03,134.9815288,53,20.6993857,1248.915722,1250.90463,15.07651309,14.95312116,9.446582131,9.385605223,3.810762145,3.811629975,9.10609858,13,87.092732,76.293431,0.774717284,0.797114521,1.737255897,0.918964077,1.737255897,1.865393225,0,1.033477048,0.79365079,1.033477048,1.067004925,0,0.877192982,0.877192982,0.824245498,2.650999994,2.650999994,2.253775426,5597.445135,0,5597.445135,0,0,0,0,0,0,0,0,0,0,3,2,0,5,3,20,19,18,20,19,20,13,10,10,10,10,10,10,189,,,,,,,,,,,,1.091859025,1.080804216,1.03,0.596480012,0.675517065,1.008097,336,165,120,50,47,0,1,8,21,1,17,6,1,14,11,0,2,42,0,1,0,5,2,13,1,1,3,16,0,0,1,5,3,0,0,1.488095238,2.678571429,0,7.738095238,40.77380952,0,0,2.678571429,50.89285714,17.26190476,17.26190476,15.77380952,35.71428571,32.14285714,0,6.25,17.5,42,95.83333333,0,0.595238095,2.678571429,4.166666667,0.892857143,33.03571429,0.297619048,3.571428571,36.60714286,14.88095238,8.630952381,0,2.127659574,17.0212766,44.68085106,36.17021277,12.76595745,29.78723404,23.40425532,0,89.36170213,0,2.127659574,10.63829787,4.255319149,27.65957447,2.127659574,6.382978723,34.04255319,10.63829787,15,49.10714286,31.91489362,30.95238095,1.785714286,0.606060606,0,26.66666667,3.636363636,1.488095238,7.738095238,10,8,10,6,7,13.98809524,46.42857143,6.845238095,19.3452381,7.44047619,21.27659574,17.0212766,21.27659574,12.76595745,14.89361702,4,3,24,8,1,1.488095238,1.19047619,73.80952381,16.66666667,0.297619048,8.510638298,6.382978723,51.06382979,17.0212766,2.127659574,25.5952381,40.47619048,49.10714286,54.46428571,59.52380952,4.241123499,0.893034297,8.079611805,7.907705171,0.76353509
